Name,Bounding Box,Area,Confidence,cropped_image_path,Image_Index,Title,Museum,Description (Brief),Location,Credit Line,ID Number,catalog number,accession number,Object Name,Object Type,Physical Description,Measurements,place made,See more items in,Record ID,Metadata Usage (text),GUID (Link to Original Record),Image_URL,Related Publication,Subject,depicted,Artist,Sitter,Exhibition Label,Provenance,Object number,Restrictions & Rights,Type,Medium,Dimensions,Topic,Place,Possibly,Description,Classification,Exhibition,On View,Other Terms,Copy after,Department,Publisher,Attribution,Collection Description,Lithographer,Studio,Associated Title,Formerly identified as,combined_medium_text,medium_cat,medium,combined_topic_text,topic_cat,topic
sleeve,"[363, 354, 410, 493]",6533,0.97417551279068,archive/cropped_images/image_428_sleeve_2.jpg,428,The Young American Sailor,National Museum of American History,"['Colored print of a young boy dressed in a white sailor suit with a brimmed hat, facing slightly left. He stands with his back to the ocean with two sailing vessels vessels in the background. Ironically, this is probably a modified copy of the December 1846 portrait by Franz Xaver Winterhalter of a young Albert Edward, Prince of Wales and later King Edward VII of the United Kingdom. The original painting does not have the ships in the background, the prince faces in the opposite direction, and their are minor facial discrepancies and stylistic differences.']",['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2434'],['60.2434'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']","['image: 19 1/2 in x 13 in; 49.53 cm x 33.02 cm', 'overall: 22 in x 15 in; 55.88 cm x 38.1 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324753'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-2e9f-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-19781.jpg,"['Peters, Harry T.. America on Stone']","['Patriotism and Patriotic Symbols', 'Children']",,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",1,lithograph,"['Patriotism and Patriotic Symbols', 'Children']",7,symbols
sleeve,"[193, 347, 281, 497]",13200,0.9318081140518188,archive/cropped_images/image_428_sleeve_3.jpg,428,The Young American Sailor,National Museum of American History,"['Colored print of a young boy dressed in a white sailor suit with a brimmed hat, facing slightly left. He stands with his back to the ocean with two sailing vessels vessels in the background. Ironically, this is probably a modified copy of the December 1846 portrait by Franz Xaver Winterhalter of a young Albert Edward, Prince of Wales and later King Edward VII of the United Kingdom. The original painting does not have the ships in the background, the prince faces in the opposite direction, and their are minor facial discrepancies and stylistic differences.']",['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2434'],['60.2434'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']","['image: 19 1/2 in x 13 in; 49.53 cm x 33.02 cm', 'overall: 22 in x 15 in; 55.88 cm x 38.1 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324753'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-2e9f-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-19781.jpg,"['Peters, Harry T.. America on Stone']","['Patriotism and Patriotic Symbols', 'Children']",,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",1,lithograph,"['Patriotism and Patriotic Symbols', 'Children']",7,symbols
neckline,"[253, 475, 460, 576]",20907,0.9094905853271484,archive/cropped_images/image_431_neckline_0.jpg,431,Frances,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2512'],['60.2512'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)', 'hand-colored (image production method/technique)']",['image: 9 in x 8 in; 22.86 cm x 20.32 cm'],"['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324822'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-9fb8-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-25171.jpg,"['Peters, Harry T.. America on Stone']",['Adornment'],,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)', 'hand-colored (image production method/technique)']",4,lithograph,['Adornment'],5,horses
sleeve,"[438, 429, 704, 764]",89110,0.9169101119041444,archive/cropped_images/image_432_sleeve_0.jpg,432,Julia,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2509'],['60.2509'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)', 'hand-colored (image production method/technique)']",['image: 9 1/2 in x 9 1/2 in; 24.13 cm x 24.13 cm'],"['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324828'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-a13d-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-20095-000001.jpg,"['Peters, Harry T.. America on Stone']",,,,,,,,,,,,,,,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This half length hand colored portrait print depicts a young woman with a rose adorning her dark upswept hair. She wears a red dress with huge puffy sleeves, a gold striped shawl and gold drop earrings on her right ear.', 'This print was produced by the lithographic firm of D.W. Kellogg & Co. Daniel Wright Kellogg (1807-1874) founded the company in 1830 Hartford, Connecticut. Before the opening of its first retail store in 1834, D.W. Kellogg & Co. lithography firm was well established and popular in United States, particularly in the South and the Southwest. As the founding member of the family company, Daniel Wright Kellogg established the initial growth and popularity of the firm. After he left the company it continued to flourish for decades under his younger brothers and other family members.']",,,,,,,,,,,,,,"['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)', 'hand-colored (image production method/technique)']",4,lithograph,,2,undefined
hat,"[324, 240, 454, 316]",9880,0.949299693107605,archive/cropped_images/image_442_hat_0.jpg,442,Junggesellen - Leiden or Bachelor from Leiden,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2296'],['60.2296'],['228146'],['lithograph'],['Lithograph'],"['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']","['image: 13 in x 10 in; 33.02 cm x 25.4 cm', 'overall: 16 1/2 in x 12 in; 41.91 cm x 30.48 cm']","['Germany: Berlin, Berlin']","['Home and Community Life: Domestic Life', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324636'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-322e-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24627-000001.jpg,,"['Drinking', 'Eating', 'Costume', 'Furnishings', 'Sewing and Knitting']",,,,,,,,,,,,,,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This colored print depicts a man in tattered clothing and hat trying to thread a needle. He is seated in a cluttered, decrepit cottage with exposed ceiling beams. Next to him is a candlestick holder and lantern. There are jugs, baskets, pots, cups, fruit and shoes scattered around the room. The English traslation of the German title is the ""Joys of Matrimony.""', 'Johann Friederich Hesse was an artist, lithographer & printer active in Berlin 1838-1870. He produced popular prints of Martin Luther and genre drawings and worked with publisher W. Zawitz.', 'W. Zawitz was a publisher of books, lithographs, and maps in Germany ca 1840-1870.']",,,,,,,,,,,,,,"['Lithograph'] ['lithograph'] ['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']",4,lithograph,"['Drinking', 'Eating', 'Costume', 'Furnishings', 'Sewing and Knitting']",1,costume
shoe,"[382, 698, 444, 828]",8060,0.960754096508026,archive/cropped_images/image_442_shoe_1.jpg,442,Junggesellen - Leiden or Bachelor from Leiden,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2296'],['60.2296'],['228146'],['lithograph'],['Lithograph'],"['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']","['image: 13 in x 10 in; 33.02 cm x 25.4 cm', 'overall: 16 1/2 in x 12 in; 41.91 cm x 30.48 cm']","['Germany: Berlin, Berlin']","['Home and Community Life: Domestic Life', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324636'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-322e-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24627-000001.jpg,,"['Drinking', 'Eating', 'Costume', 'Furnishings', 'Sewing and Knitting']",,,,,,,,,,,,,,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This colored print depicts a man in tattered clothing and hat trying to thread a needle. He is seated in a cluttered, decrepit cottage with exposed ceiling beams. Next to him is a candlestick holder and lantern. There are jugs, baskets, pots, cups, fruit and shoes scattered around the room. The English traslation of the German title is the ""Joys of Matrimony.""', 'Johann Friederich Hesse was an artist, lithographer & printer active in Berlin 1838-1870. He produced popular prints of Martin Luther and genre drawings and worked with publisher W. Zawitz.', 'W. Zawitz was a publisher of books, lithographs, and maps in Germany ca 1840-1870.']",,,,,,,,,,,,,,"['Lithograph'] ['lithograph'] ['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']",4,lithograph,"['Drinking', 'Eating', 'Costume', 'Furnishings', 'Sewing and Knitting']",1,costume
sleeve,"[484, 210, 626, 492]",40044,0.923512041568756,archive/cropped_images/image_449_sleeve_0.jpg,449,The Tree of Life,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2943'],['60.2943'],['228146'],['lithograph'],['Lithograph'],"['ink (overall material)', 'paper (overall material)']",['image: 12 in x 8 1/2 in; 30.48 cm x 21.59 cm'],['World'],"['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Religion', 'Art', 'Peters Prints', 'Domestic Furnishings', 'Morality & Religious Prints']",['nmah_325217'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a3-c8d0-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24824.jpg,,['Drinking'],,,,,,,,,,,,,,"['This colored print shows a large “tree of life.” This natural tree also symbolizes the wooden cross of the crucifixion, as its trunk holds an image of Christ. The branches contain about two dozen words which denote Christian sacraments, practices, and virtues. Above the tree, is a triangle symbolizing the Holy Trinity.', 'The idealized city of ""New Jerusalem"" is depicted in the background behind the tree. In the foreground, is a crowd of people representing this present ""Evil World.” Men and women are portrayed as searching for salvation amidst a world full of vices such as drunkenness, prostitution, and violence. Two quotations from Scripture appear beneath the title.', 'There is no information available about the lithographer of this print.']",,,,,,,,,,,,,,"['Lithograph'] ['lithograph'] ['ink (overall material)', 'paper (overall material)']",1,lithograph,['Drinking'],4,furnishings
neckline,"[296, 370, 435, 451]",11259,0.955549657344818,archive/cropped_images/image_450_neckline_0.jpg,450,Thomas D. Smith,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2279'],['60.2279'],['228146'],['lithograph'],['Lithograph'],"['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']","['image: 12 in x 8 1/2 in; 30.48 cm x 21.59 cm', 'overall: 14 in x 9 1/2 in; 35.56 cm x 24.13 cm']","['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324617'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a0-e8d9-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24776-000001.jpg,"['Peters, Harry T.. America on Stone']","['Chronology: 1850-1859', 'Flowers', 'Walking']",,,,,,,,,,,,,,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This colored print is a three-quarter length portrait of a man standing outdoors, letter in one hand, cane in the other. Dressed in a fitted jacket, bow tie and patterned vest. In the left background is a stone monument with gothic arches that is topped by a two handled covered metal cup decoated with a pierced pattern.', 'The print was produced by the lithography firm of Kelloggs & Thayer. Kelloggs and Thayer was the first partnership formed by Elijah Chapman and Edmund Burke Kellogg after they took over the family firm from their brother Daniel Wright Kellogg. Horace Thayer was a map dealer. In 1845 or 1846, the partnership opened a shop in New York. The partnership was short-lived however and appears to have dissolved in 1847. In 1848, the Kellogg brothers formed a new partnership with John Chenevard Comstock.']",,,,,,,,,,,,,,"['Lithograph'] ['lithograph'] ['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']",4,lithograph,"['Chronology: 1850-1859', 'Flowers', 'Walking']",0,adornment
neckline,"[349, 294, 498, 369]",11175,0.92271488904953,archive/cropped_images/image_455_neckline_0.jpg,455,J.R. Poinsett Secretary of War,National Museum of American History,"[""Black & white print; half length portrait of a man (Joel Roberts Pointsett). The facsimile of the sitter's signature serves as the title.""]",['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.3103'],['60.3103'],['228146'],['lithograph'],['Lithograph'],,['image: 12 in x 10 1/2 in; 30.48 cm x 26.67 cm'],"['United States: Pennsylvania, Philadelphia']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_325356'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-2baa-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24835.jpg,,"['U.S. National Government, executive branch', 'Chronology: 1830-1839']","['Poinsett, Joel Roberts']",,,,,,,,,,,,,,,,,,,,,,,,,,,['Lithograph'] ['lithograph'] ,5,lithograph,"['U.S. National Government, executive branch', 'Chronology: 1830-1839']",0,adornment
shoe,"[313, 825, 377, 898]",4672,0.9916582703590392,archive/cropped_images/image_460_shoe_0.jpg,460,The Soldier's Return,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2254'],['60.2254'],['228146'],['lithograph'],['Lithograph'],"['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']","['image: 11 3/4 in x 8 1/2 in; 29.845 cm x 21.59 cm', 'overall: 14 in x 10 in; 35.56 cm x 25.4 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324594'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-370c-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24882-000001.jpg,"['Peters, Harry T.. America on Stone', 'Garvan, Anthony N. B. and Peter C. Welsh. Victorian American']","['Chronology: 1840-1849', 'Adornment', 'Uniforms, Military', 'Marriage', 'Mexican War', 'Architecture, Domestic Buildings']",,,,,,,,,,,,,,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This colored print is a full length portrait of a man and woman standing, outdoors, with arms about each other. A riderless horse is tied to the wrought iron fence in background. The man is dressed in a blue military uniform with gold trim and epaulets and a belt buckle marked ""US."" The woman is in a simple dress, wearing a portrait miniature that hangs from a chain around her neck. A portion of the house is in the background. This is a companion print to ""Soldier\'s Adieu.""', 'This print was produced by James S Baillie, was active in New York from 1838 to 1855. James Baillie started as a framer in 1838, and then became an artist and lithographer in 1843 or 1844. He discovered how to color lithographs while working as an independent contractor for Currier & Ives in the mid 1840’s. A prolific lithographer and colorist for Currier & Ives; his prints were extremely popular with a wide distribution. J. Baillie spent his later years concentrating on painting instead of lithography.']",,,,,,,,,,,,,,"['Lithograph'] ['lithograph'] ['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']",4,lithograph,"['Chronology: 1840-1849', 'Adornment', 'Uniforms, Military', 'Marriage', 'Mexican War', 'Architecture, Domestic Buildings']",0,adornment
shoe,"[455, 800, 542, 885]",7395,0.9713648557662964,archive/cropped_images/image_460_shoe_1.jpg,460,The Soldier's Return,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2254'],['60.2254'],['228146'],['lithograph'],['Lithograph'],"['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']","['image: 11 3/4 in x 8 1/2 in; 29.845 cm x 21.59 cm', 'overall: 14 in x 10 in; 35.56 cm x 25.4 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324594'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-370c-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24882-000001.jpg,"['Peters, Harry T.. America on Stone', 'Garvan, Anthony N. B. and Peter C. Welsh. Victorian American']","['Chronology: 1840-1849', 'Adornment', 'Uniforms, Military', 'Marriage', 'Mexican War', 'Architecture, Domestic Buildings']",,,,,,,,,,,,,,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This colored print is a full length portrait of a man and woman standing, outdoors, with arms about each other. A riderless horse is tied to the wrought iron fence in background. The man is dressed in a blue military uniform with gold trim and epaulets and a belt buckle marked ""US."" The woman is in a simple dress, wearing a portrait miniature that hangs from a chain around her neck. A portion of the house is in the background. This is a companion print to ""Soldier\'s Adieu.""', 'This print was produced by James S Baillie, was active in New York from 1838 to 1855. James Baillie started as a framer in 1838, and then became an artist and lithographer in 1843 or 1844. He discovered how to color lithographs while working as an independent contractor for Currier & Ives in the mid 1840’s. A prolific lithographer and colorist for Currier & Ives; his prints were extremely popular with a wide distribution. J. Baillie spent his later years concentrating on painting instead of lithography.']",,,,,,,,,,,,,,"['Lithograph'] ['lithograph'] ['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']",4,lithograph,"['Chronology: 1840-1849', 'Adornment', 'Uniforms, Military', 'Marriage', 'Mexican War', 'Architecture, Domestic Buildings']",0,adornment
pants,"[329, 491, 499, 818]",55590,0.9528537392616272,archive/cropped_images/image_460_pants_2.jpg,460,The Soldier's Return,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2254'],['60.2254'],['228146'],['lithograph'],['Lithograph'],"['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']","['image: 11 3/4 in x 8 1/2 in; 29.845 cm x 21.59 cm', 'overall: 14 in x 10 in; 35.56 cm x 25.4 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324594'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-370c-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24882-000001.jpg,"['Peters, Harry T.. America on Stone', 'Garvan, Anthony N. B. and Peter C. Welsh. Victorian American']","['Chronology: 1840-1849', 'Adornment', 'Uniforms, Military', 'Marriage', 'Mexican War', 'Architecture, Domestic Buildings']",,,,,,,,,,,,,,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This colored print is a full length portrait of a man and woman standing, outdoors, with arms about each other. A riderless horse is tied to the wrought iron fence in background. The man is dressed in a blue military uniform with gold trim and epaulets and a belt buckle marked ""US."" The woman is in a simple dress, wearing a portrait miniature that hangs from a chain around her neck. A portion of the house is in the background. This is a companion print to ""Soldier\'s Adieu.""', 'This print was produced by James S Baillie, was active in New York from 1838 to 1855. James Baillie started as a framer in 1838, and then became an artist and lithographer in 1843 or 1844. He discovered how to color lithographs while working as an independent contractor for Currier & Ives in the mid 1840’s. A prolific lithographer and colorist for Currier & Ives; his prints were extremely popular with a wide distribution. J. Baillie spent his later years concentrating on painting instead of lithography.']",,,,,,,,,,,,,,"['Lithograph'] ['lithograph'] ['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']",4,lithograph,"['Chronology: 1840-1849', 'Adornment', 'Uniforms, Military', 'Marriage', 'Mexican War', 'Architecture, Domestic Buildings']",0,adornment
sleeve,"[434, 389, 572, 589]",27600,0.923368513584137,archive/cropped_images/image_467_sleeve_0.jpg,467,Flora,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2514'],['60.2514'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)', 'hand-colored (image production method/technique)']",['image: 9 in x 7 1/2 in; 22.86 cm x 19.05 cm'],"['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324817'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-9fbb-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-25172.jpg,"['Peters, Harry T.. America on Stone']",['Flowers'],,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)', 'hand-colored (image production method/technique)']",4,lithograph,['Flowers'],6,flowers
sleeve,"[469, 469, 689, 714]",53900,0.9175533056259156,archive/cropped_images/image_471_sleeve_0.jpg,471,The Velvet Hat,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2510'],['60.2510'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)', 'hand-colored (image production method/technique)']",['image: 11 1/2 in x 10 in; 29.21 cm x 25.4 cm'],"['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324826'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-a637-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-20046.jpg,"['Peters, Harry T.. America on Stone']",,,,,,,,,,,,,,,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This half length hand colored portrait print depicts a young woman wearing a velvet hat accented with an ostrich feather. Her dark red dress is accented with a high white collar. Around her waist is a belt with a gold buckle. She wears a long necklace around her neck and gold drop earrings.', 'This print was produced by the lithographic firm of D.W. Kellogg & Co. Daniel Wright Kellogg (1807-1874) founded the company in 1830 Hartford, Connecticut. Before the opening of its first retail store in 1834, D.W. Kellogg & Co. lithography firm was well established and popular in United States, particularly in the South and the Southwest. As the founding member of the family company, Daniel Wright Kellogg established the initial growth and popularity of the firm. After he left the company it continued to flourish for decades under his younger brothers and other family members.']",,,,,,,,,,,,,,"['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)', 'hand-colored (image production method/technique)']",4,lithograph,,2,undefined
