Name,Bounding Box,Area,Confidence,cropped_image_path,Image_Index,Title,Museum,Description (Brief),Credit Line,ID Number,catalog number,accession number,Object Name,Object Type,Physical Description,Measurements,place made,See more items in,Record ID,Metadata Usage (text),GUID (Link to Original Record),Image_URL,Related Publication,Subject,depicted,Description,See more items in.ORG,Description.PER,Description.MISC,Credit Line.PER,place made.LOC,Related Publication.LOC,Description.ORG,Description.LOC,Credit Line.MISC,Related Publication.PER,combined_medium_text,medium_cat,medium
sleeve,"[449, 303, 498, 518]",10535,0.9796930551528932,archive/cropped_images/image_259_sleeve_1.jpg,259,Jas. H. Wallick and His Famous Acting Horses Roan Charger and Bay Raider in the New Bandit King by Great Western Printing Company,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.3055'],['60.3055'],['228146'],['chromolithograph'],['Chromolithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 25 in x 18 in; 63.5 cm x 45.72 cm'],"['United States: Missouri, Saint Louis']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Advertising', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_325322'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a4-24cb-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24324.jpg,,['Theater'],['Horseback Riding'],"['This colored print is a full-length portrait of a man in riding attire standing in the woods with two horses. His name, “Jas. H. Wallick,” appears at the top of the print and at the bottom are the words, “And His Famous Acting Horses / Road Charger and Bay Raider / in The New Bandit King.”', ""James H. Wallick (ca 1839-1908) was born in Hurley, New York. Sources have suggested varying possibilities for his birth name, including Patrick J. Fubbins, James Henry Wheeler, or James H. Fubbins Wallick. There has also been speculation that he took the last name Wallick to link himself to the actor James William Wallack, Sr. James Wallick appeared in melodramas and circuses before achieving his best-known success inThe Bandit King, a touring Wild West show loosely based on the life of outlaw Jesse James, recast as an anti- hero named Joe Howard. After the death of James in 1882, Wallick created, produced, and starred in the drama, originally titledJesse James, The Bandit King,. The production featured the typical Wild West genre like horses, buffalo, trick riding and an impressive sharpshooting demonstration. The show was comprised of 6 acts and 8 tableaux and sometimes featured Robert J. Ford, James's real-life killer.The Bandit Kingmade several tours across the country from 1882 to about 1902. Wallick’s other productions includedThe Cattle KingandThe Mountain King. He made and lost several fortunes over the course of his career and suffered from heavy debt. He committed suicide in 1908."", 'This chromolithograph was produced by the Great Western Printing Company, which was possibly based in St. Louis, Missouri.']","['& Access', 'Peters Print']","['J', '##as', 'James H. Wallick', 'Patrick J. Fubbins', 'James Henry Wheeler', 'James H. Fubbins Wallick', 'Wallick', 'James William Wallack', 'James Wallick', 'Jesse James', 'Joe Howard', 'James', 'Wallick', 'James', 'Robert J. Ford', 'James', 'Wallick']","['Raider', 'The New Bandit King', 'Bandit King', 'Wild West', 'The Bandit King', 'Wild West', 'Cattle King', 'Mountain King']",['Harry T. Peters'],"['United States', 'Missouri', 'Saint Louis']",,['Great Western Printing Company'],"['Hurley', 'New York', 'St. Louis', 'Missouri']",['America on Stone'],,"['Chromolithograph'] ['chromolithograph'] ['paper (overall material)', 'ink (overall material)']",5,paper
neckline,"[270, 459, 590, 538]",25280,0.9457472562789916,archive/cropped_images/image_277_neckline_0.jpg,277,Mary,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2506'],['60.2506'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)', 'hand-colored (image production method/technique)']",['image: 11 1/2 in x 9 in; 29.21 cm x 22.86 cm'],"['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324832'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-29cb-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24926-000001.jpg,"['Peters, Harry T.. America on Stone']",['Adornment'],,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This half length hand colored portrait print depicts a young woman with dark hair. She wears a lace veil accented with a ribbon and flowers in her curled hair, red dress with lace trim, a blue bow on her left arm and a long white glove on her right hand. The bottom portion of a column is visible in right background.', 'This print was produced by the lithographic firm of D.W. Kellogg & Co. Daniel Wright Kellogg (1807-1874) founded the company in 1830 Hartford, Connecticut. Before the opening of its first retail store in 1834, D.W. Kellogg & Co. lithography firm was well established and popular in United States, particularly in the South and the Southwest. As the founding member of the family company, Daniel Wright Kellogg established the initial growth and popularity of the firm. After he left the company it continued to flourish for decades under his younger brothers and other family members.']","['& Access', 'Peters Print']","['Daniel Wright Kellogg', 'Daniel Wright Kellogg']","['Victorian', 'Century Americans']",['Harry T. Peters'],"['United States', 'Connecticut', 'Hartford']",['America'],"['D. W. Kellogg & Co', 'D. W. Kellogg & Co']","['Hartford', 'Connecticut', 'United States', 'South', 'Southwest']",['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)', 'hand-colored (image production method/technique)']",2,lithograph
sleeve,"[468, 361, 594, 534]",21798,0.9651658535003662,archive/cropped_images/image_283_sleeve_0.jpg,283,Her Bright Smile Haunts Me Still.,National Museum of American History,"['Black and white comic print of a woman with an exaggerated grin stands beside a portrait bust which is labeled ""PA"". She is holding a fan and in a dress with a large bussle. This is one of over 100 in a series of comic parodies of popular songs.']","['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2855'],['60.2855'],['228146'],['lithograph'],['Lithograph'],"['ink (overall material)', 'paper (overall material)']",['image: 9 in x 7 in; 22.86 cm x 17.78 cm'],"['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_325149'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-2e8b-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-20117-000001.jpg,"['Peters, Harry T.. America on Stone']","['Furnishings', 'Comic prints', 'Chronology: 1870-1879', 'Music']",,,"['& Access', 'Peters Print']",,,['Harry T. Peters'],"['United States', 'New York', 'New York City']",['America'],,,['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['ink (overall material)', 'paper (overall material)']",0,lithograph
belt,"[357, 422, 493, 463]",5576,0.9463158249855042,archive/cropped_images/image_284_belt_0.jpg,284,"Mr. J. Proctor in his Great Original Character of the Jibbenainosay, in Nick of the Woods",National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.3005'],['60.3005'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 11 1/2 in x 8 1/2 in; 29.21 cm x 21.59 cm'],"['United States: New York, New York']","['Home and Community Life: Domestic Life', 'Advertising', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_325268'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a4-224e-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24938.jpg,,"['Costume', 'Theater']","['Proctor, Joseph']","['This chromolithograph depicts actor Joseph Proctor performing the role of the avenging Jibbenainosay in the playNick of the Woods. Dressed in leggings and animal skins, he holds a stick in one hand and a large knife in the other.', 'Joseph Proctor (1816-1897) was born in Marlborough, Massachusetts, and began his stage career in Boston in 1833. Although he acted in several of the great tragic dramas, he became best known for his starring role inNick of the Woods, a melodrama set on the Kentucky frontier. Making his debut in 1839, at a time when melodramas were especially popular with the American public, Proctor portrayed a savage Indian fighter nicknamed Nathan Slaughter, or Nick and also known as the ""Jibbenainosay"", which was said to be an Indian expression for the “spirit that walks."" The play was written by the Spanish-American dramatist Louisa Medina (ca 1813-1838), who adapted it from an 1837 novel of the same name by American author Robert Montgomery Bird (1806-1854). Procter portrayed Nick some 2500 times in the United States and Europe until he retired from the stage in the 1880s.', 'There is no information available about the lithographer for this print though in the collection there is a similar image with more detail and different coloring and ""letters"" that was produced by Currier and Ives. See DL.60.3007.']",['Peters Print'],"['Joseph Proctor', 'Jibbe', 'Joseph Proctor', 'Proctor', 'Nathan Slaughter', 'Nick', 'Louisa Medina', 'Robert Montgomery Bird', 'Nick']","['##Nick of the Woods', '##Nick of the Woods', 'American', 'Indian', 'Indian', 'Spanish', 'American', 'American']",['Harry T. Peters'],"['United States', 'New York', 'New York']",,,"['Marlborough', 'Massachusetts', 'Boston', 'Kentucky', 'United States', 'Europe']",['America on Stone'],,"['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
sleeve,"[207, 389, 434, 596]",46989,0.9415683746337892,archive/cropped_images/image_286_sleeve_0.jpg,286,Joseph K. Emmet,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.3045'],['60.3045'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 15 in x 12 1/2 in; 38.1 cm x 31.75 cm'],"['United Kingdom: England, London']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Advertising', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_325303'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-37dc-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-RWS2018-00072.jpg,,"['Communication, newspapers', 'Adornment', 'Theater']","['Emmet, Joseph K.']","['This black and white print is a half-length portrait of actor Joseph K. Emmet seated in a jacket and wide lapel frock or mourning coat, and a waistcoat with a wide collar and lapels. He is in a standing collar and a striped cravat with a cravat pin and is holding gloves. Emmet is fair skinned with curly hair and a side part. A short quote in the bottom margin reads, “One of the most original and genial actors that ever was seen. He is always elegant and graceful. There is in his performance an under-current of deep pathos. LONDON TIMES.”', 'Joseph Klein (frequently spelled Kline) “Fritz” Emmet (1841-1891) was a singer, minstrel performer, impersonator, character actor, and comedian born in St. Louis, Missouri. He was drawn to the stage after apprenticing with a sign maker who also created sets for local playhouses. At around age seventeen he began working as a snare drummer for Joseph Escher’s orchestra. He also showed a talent for yodeling and soon got a job with a local minstrel show. Moving on to New York, he appeared with Dan Bryant’s Minstrels, a German blackface group, and then in variety shows. Over time he developed a character called ""Dutch,"" who wore wooden shoes and a cap and sang in fractured English. In 1870, Emmet made his debut in the role that would turn him into one of the most successful performers of his time, as the lead inFritz, Our Cousin German. Portraying a young man seeking his long-lost sister while finding love, with a signature song called “Emmet’s Lullaby,” he appeared as Fritz on stages throughout the United States and Europe for the rest of his life. His other roles includedCarl, the Fiddler(1871)Max, the Merry Swiss Boy(1873), andFritz in Ireland(1879). His appeal was enhanced by his dancing skills, his mastery of musical instruments like the guitar, violin, and harmonica, his Irish tenor voice, and his personal charm. Emmet also became celebrated for the eccentric mansion he built on fifteen acres overlooking the Hudson River near Albany, New York. ""Fritz Villa,"" as it came to be known, featured an eclectic mix of towers, gables, stained glass windows--even a windmill--and was influenced by Emmet\'s exposure to various architectural styles during his travels through Europe.', 'This print was produced by Maclure & Macdonald, a lithographic and engraving firm established by Andrew MacLure and Archibold Grey MacDonald in Glasgow, Scotland in 1835. The firm was considered to be the first in the United Kingdom to use steam power for lithographic printing. Frank MacLure, one of Andrew’s sons, became Queen Victoria’s lithographer in the 1880s. The firm remained open until 1992.']","['& Access', 'Peters Print']","['Joseph K. Emmet', 'Emmet', 'Joseph Klein', 'Fritz ” Emmet', 'Joseph Escher', 'Dan Bryant', 'Emmet', '“', 'Fritz', '##C', 'Max', '##F', 'Emmet', 'Em', 'Arch', 'Frank MacLure', 'Andrew']","['German', 'Dutch', 'English', 'Irish']",['Harry T. Peters'],"['United Kingdom', 'England', 'London']",,"['Minstrels', 'Maclure & Macdonald']","['St. Louis', 'Missouri', 'New York', 'United States', 'Europe', 'Ireland', 'Hudson River', 'Albany', 'New York', 'Europe', 'Glasgow', 'Scotland', 'United Kingdom']",['America on Stone'],,"['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
sleeve,"[128, 319, 278, 509]",28500,0.9769449234008788,archive/cropped_images/image_290_sleeve_0.jpg,290,The Prodigal Son Returned to His Father by E.B. and E.C. Kellogg,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2947'],['60.2947'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 12 in x 8 1/2 in; 30.48 cm x 21.59 cm'],"['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings', 'Morality & Religious Prints']",['nmah_325227'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a3-c8d1-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24828.jpg,,"['Children', 'Architecture, Domestic Buildings']",,"['This colored print depicts the Prodigal Son on one knee pleading for his father’s forgiveness. There are two unidentified women looking on. They are in the lavish garden of the family estate, with the great country house pictured in the background.', 'The parable of the Prodigal Son or the Lost Son is among the best-known Christian morality tales and is found in Luke 15:11-32. The youngest of the two sons demands his share of his father’s estate which the father gives him. Shortly after, he runs off and squanders the wealth “in wild living.” Finding himself destitute, he returns to his father, repents his ways, and begs to be allowed to serve as a hired servant. The father rejoices at the return of his son “who was lost and is found.” Meanwhile, the obedient, older son is angry and refuses to join the celebration. His father pleads with him to forgive and to understand his joy.', 'This print was produced by E.B. Kellogg and E.C. Kellogg and Kelloggs & Thayer after an engraving by Amos Doolittle. Edmund Burke Kellogg (1809-1872) and Elijah Chapman Kellogg (1811-1881) were brothers of the founder of the Kellogg lithography firm, Daniel Wright Kellogg (1807-1874). After D.W. Kellogg moved west, his two brothers took over the family lithography firm in 1840 and changed the name to E.B. & E.C. Kellogg. The younger two of the four Kellogg brothers, they were responsible for the continued success of the family firm. These two brothers were also involved in the eventual partnerships between the company and Horace Thayer in 1845 or 1846, John Chenevard Comstock (1818-1862) in 1848 and William Henry Bulkeley (1840-1902) in 1867. The print was produced by the lithography firm of Kelloggs & Thayer. Kelloggs and Thayer was the first partnership formed by Elijah Chapman Kellogg (1811-1881) and Edmund Burke Kellogg (1809-1872) after they took over the family firm from their brother Daniel Wright Kellogg (1807-1874). Horace Thayer (1811-c. 1874) was a map dealer and in 1845 or 1846 the men opened a shop in New York. The partnership appears to have dissolved in 1847. In 1848, the Kellogg brothers formed a new partnership with John Chenevard Comstock (1818-1862).']","['& Access', 'Peters Print']","['Ke', 'Amos Doolittle', 'Edmund Burke Ke', 'Elijah Chapman Kellogg', 'Daniel Wright Kellogg', 'D', 'Horace Thayer', 'John Chenevard Comstock', 'William Henry Bulkeley', 'Elijah Chapman Ke', '##gg', 'Edmund Burke Ke', 'Daniel Wright Ke', 'Horace Thayer', 'Ke', 'John Cheneva', 'Co']","['Christian', 'Luke']",['Harry T. Peters'],"['United States', 'Connecticut', 'Hartford']",,"['E. B.', '##llogg', 'E. C. Kellogg and', 'Kelloggs & Thayer', 'Kellogg', 'E. B. & E. C. Kellogg', 'Kelloggs & Thayer', 'Kelloggs and Thayer', '##rd', '##mstock']",['New York'],['America on Stone'],,"['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
hat,"[244, 170, 494, 338]",42000,0.9495255351066588,archive/cropped_images/image_293_hat_0.jpg,293,Kate,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2516'],['60.2516'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 11 1/2 in x 8 1/2 in; 29.21 cm x 21.59 cm'],"['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324814'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ae-1c9b-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24928-000001.jpg,"['Peters, Harry T.. America on Stone']","['Courtship, love', 'Flowers']",,,"['& Access', 'Peters Print']",,,['Harry T. Peters'],"['United States', 'New York', 'New York City']",['America'],,,['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
neckline,"[309, 477, 466, 560]",13031,0.9259411096572876,archive/cropped_images/image_295_neckline_0.jpg,295,The Pledge of Friendship,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2312'],['60.2312'],['228146'],['lithograph'],['Lithograph'],"['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']","['image: 9 in x 7 in; 22.86 cm x 17.78 cm', 'overall: 17 in x 12 in; 43.18 cm x 30.48 cm']","['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324648'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-283f-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-25168.jpg,"['Peters, Harry T.. America on Stone']","['Courtship, love', 'Communication, letter writing', 'Adornment']",,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This three-quarter length colored portrait print is of a dark haired woman seated outdoors, clutching a letter to her breast. She is wearing a full-sleeved pink dress and earrings.', 'This print was produced by the lithographic firm of D.W. Kellogg & Co. Daniel Wright Kellogg (1807-1874) founded the company in 1830 Hartford, Connecticut. Before the opening of its first retail store in 1834, D.W. Kellogg & Co. lithography firm was well established and popular in United States, particularly in the South and the Southwest. As the founding member of the family company, Daniel Wright Kellogg established the initial growth and popularity of the firm. After he left the company it continued to flourish for decades under his younger brothers and other family members.']","['& Access', 'Peters Print']","['Daniel Wright Kellogg', 'Daniel Wright Kellogg']","['Victorian', 'Century Americans']",['Harry T. Peters'],"['United States', 'Connecticut', 'Hartford']",['America'],"['D. W. Kellogg & Co', 'D. W. Kellogg & Co']","['Hartford', 'Connecticut', 'United States', 'South', 'Southwest']",['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']",2,lithograph
shoe,"[263, 803, 350, 920]",10179,0.9698601961135864,archive/cropped_images/image_299_shoe_0.jpg,299,Single,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2269'],['60.2269'],['228146'],['lithograph'],['Lithograph'],"['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']","['image: 12 in x 8 1/2 in; 30.48 cm x 21.59 cm', 'overall: 14 in x 10 1/2 in; 35.56 cm x 26.67 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324607'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-3597-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24771-000001.jpg,"['Peters, Harry T.. America on Stone']","['Chronology: 1840-1849', 'Courtship, love', 'Furnishings', 'Lighting', 'Clocks', 'Heating']",['Smoking'],"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This hand colored print is an interior scene with a young man seated on an ornately carved and fringed chair warming his feet by the fire and contemplating a lithograph entitled ""Married."" The background includes: boots under the chair, tongs for the fireplace, smoking pipe and tobacco tin or trade card on the hearth which read Anderson & Co. Honey Dew tobacco... New-York. Also depicted is a glass-enclosed pendulum clock on mantle, a framed picture on wall, a small table with brocade edged table cloth, two books and a small astral lamp. Heavy red drapes at the window and a patterned carpet complete the scene. Prints depicting a bachelor in his quarters and titledSinglewere common during this period and were often part of a series the includedMarried.', 'The print was produced by the lithography firm of Kelloggs & Thayer. Kelloggs and Thayer was the first partnership formed by Elijah Chapman and Edmund Burke Kellogg after they took over the family firm from their brother Daniel Wright Kellogg. Horace Thayer was a map dealer and in 1845 or 1846 the partnetship opened a shop in New York. The partnership appears to have dissolved in 1847. In 1848, he Kellogg brothers formed a new partnership with John Cheneyard Comstock.']","['& Access', 'Peters Print']","['Elijah Chapman', 'Edmund Burke Ke', 'Daniel Wright Ke', 'Horace Thayer', 'John Cheneyard Co']","['Victorian', 'Century Americans', 'De']",['Harry T. Peters'],"['United States', 'New York', 'New York City']",['America'],"['Anderson & Co', 'Kelloggs & Thayer', 'Kelloggs and Thayer']","['New - York', 'New York']",['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']",2,lithograph
shoe,"[270, 831, 376, 926]",10070,0.9065178632736206,archive/cropped_images/image_299_shoe_1.jpg,299,Single,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2269'],['60.2269'],['228146'],['lithograph'],['Lithograph'],"['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']","['image: 12 in x 8 1/2 in; 30.48 cm x 21.59 cm', 'overall: 14 in x 10 1/2 in; 35.56 cm x 26.67 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324607'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-3597-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24771-000001.jpg,"['Peters, Harry T.. America on Stone']","['Chronology: 1840-1849', 'Courtship, love', 'Furnishings', 'Lighting', 'Clocks', 'Heating']",['Smoking'],"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This hand colored print is an interior scene with a young man seated on an ornately carved and fringed chair warming his feet by the fire and contemplating a lithograph entitled ""Married."" The background includes: boots under the chair, tongs for the fireplace, smoking pipe and tobacco tin or trade card on the hearth which read Anderson & Co. Honey Dew tobacco... New-York. Also depicted is a glass-enclosed pendulum clock on mantle, a framed picture on wall, a small table with brocade edged table cloth, two books and a small astral lamp. Heavy red drapes at the window and a patterned carpet complete the scene. Prints depicting a bachelor in his quarters and titledSinglewere common during this period and were often part of a series the includedMarried.', 'The print was produced by the lithography firm of Kelloggs & Thayer. Kelloggs and Thayer was the first partnership formed by Elijah Chapman and Edmund Burke Kellogg after they took over the family firm from their brother Daniel Wright Kellogg. Horace Thayer was a map dealer and in 1845 or 1846 the partnetship opened a shop in New York. The partnership appears to have dissolved in 1847. In 1848, he Kellogg brothers formed a new partnership with John Cheneyard Comstock.']","['& Access', 'Peters Print']","['Elijah Chapman', 'Edmund Burke Ke', 'Daniel Wright Ke', 'Horace Thayer', 'John Cheneyard Co']","['Victorian', 'Century Americans', 'De']",['Harry T. Peters'],"['United States', 'New York', 'New York City']",['America'],"['Anderson & Co', 'Kelloggs & Thayer', 'Kelloggs and Thayer']","['New - York', 'New York']",['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']",2,lithograph
sleeve,"[420, 134, 530, 245]",12210,0.9487823843955994,archive/cropped_images/image_308_sleeve_0.jpg,308,"Why Bless My Heart, Johnny, You're Welcome! How's Your Mother ?",National Museum of American History,"['Black and white print of Uncle Sam greeting a young man who has just stepped from a carriage. Another man sits in the carriage which is drawn by an eagle and a lion. In the background is a doorway with a sign reading, ""Centennial Inn, Uncle Sam, proprietor,"" and a crowd of foreign visitors in their national dress awaiting entry.']","['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2411'],['60.2411'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']","['image: 15 1/2 in x 21 1/4 in; 39.37 cm x 53.975 cm', 'overall: 17 in x 22 1/2 in; 43.18 cm x 57.15 cm']","['United States: Ohio, Cleveland']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324741'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ad-c12d-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-19742.jpg,"['Peters, Harry T.. America on Stone']","['Wild Animals', 'Expositions and Fairs', 'Costume', 'Patriotism and Patriotic Symbols', 'Political Caricatures', 'Marriage', 'Children', 'Birds', 'Uniforms, Military']","['Uncle Sam', 'Eagles', 'Immigrants']",,"['& Access', 'Peters Print']",,,['Harry T. Peters'],"['United States', 'Ohio', 'Cleveland']",['America'],,,['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
