Name,Bounding Box,Area,Confidence,cropped_image_path,Image_Index,Title,Museum,Description (Brief),Location,Credit Line,ID Number,catalog number,accession number,Object Name,Object Type,Physical Description,Measurements,place made,See more items in,Record ID,Metadata Usage (text),GUID (Link to Original Record),Image_URL,publisher,printer,Related Publication,Subject,depicted,Associated Place,Artist,Sitter,Exhibition Label,Provenance,Object number,Restrictions & Rights,Type,Medium,Dimensions,Topic,Place,Possibly,Created by,Worn by,Description,Place used,Classification,Manufactured by,Subject of,Exhibition,On View,associated,depicted (sitter),decorative motif,associated date,Exhibition Location,used,associated location,manufacturer,Place Made,location of statue in painting,"associated, owner",original artist,location of the fountain on the hat,producer,referenced,located,retailer,location,depicted; decorative motif,distributor,maker number,place used,artist,Other Terms,copyright holder,related event,distributors,distributor?,lithographer,engraved date,engraver,graphic artist,publisher; copywriter,issuer,designer,"copyright holder, publisher",originator,publisher; distributor,originator of central image,copyright holder; publisher,lithographer; publisher,dedicated to,artist; lithographer,owner; user,place owned; place used,lithographers,daguerreotypist,made,made in,commemorated,agent,distributor; publisher,copyright holder; depicted,Credit Line.ORG,See more items in.ORG,Topic.MISC,Worn by.PER,Worn by.MISC,Description.PER,Description.MISC,Place used.LOC,Topic.LOC,Manufactured by.ORG,Subject of.ORG,Subject of.MISC,Exhibition.MISC,On View.ORG,On View.LOC,Credit Line.PER,Record ID.ORG,Artist.PER,Sitter.PER,Object number.ORG,Topic.ORG,Topic.PER,Place.LOC,place made.LOC,Related Publication.LOC,Related Publication.ORG,Description.ORG,Description.LOC,Description (Brief).MISC,Description (Brief).PER,Description (Brief).ORG,Description (Brief).LOC,Credit Line.MISC,Related Publication.PER,distributor.PER,artist.PER,Object Name.PER,depicted.MISC,depicted.PER,engraver.LOC,printer.ORG,Related Publication.MISC,original artist.PER,distributor.ORG,lithographer.ORG,depicted.ORG,Subject.MISC,related event.MISC,See more items in.MISC,publisher.ORG,publisher.PER,copyright holder.PER,publisher; copywriter.PER,depicted (sitter).PER,depicted (sitter).LOC,lithographer.PER,graphic artist.PER,publisher.LOC,printer.LOC,printer.PER,Subject.ORG,distributors.ORG,lithographer; publisher.ORG,original artist.ORG,copyright holder; publisher.PER,related event.ORG,commemorated.ORG
sleeve,"[370, 310, 537, 500]",31730,0.9616013169288635,archive/cropped_images/image_212_sleeve_3.jpg,212,The Pride of the Ocean,National Museum of American History,"['Colored print of a little boy in a blue sailor suit and yellow brimmed hat, hoisting an American flag from the deck of an ocean ship. An anchor and an axe lie at his feet.']",['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2475'],['60.2475'],['228146'],['chromolithograph'],['Chromolithograph'],"['paper (overall material)', 'ink (overall material)']","['image: 28 in x 22 1/8 in; 71.12 cm x 56.1975 cm', 'overall: 28 in x 22 1/8 in; 71.12 cm x 56.1975 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Family & Social Life', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324785'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-3658-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-19616.jpg,,,"['Peters, Harry T.. America on Stone']","['Children', 'Chronology: 1870-1879', 'Patriotism and Patriotic Symbols', 'Flags']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,,,,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'New York', 'New York City']",['America'],,,,['American'],,,,['America on Stone'],"['Peters', 'Harry T']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeve,"[191, 353, 281, 554]",18090,0.9075857400894165,archive/cropped_images/image_212_sleeve_4.jpg,212,The Pride of the Ocean,National Museum of American History,"['Colored print of a little boy in a blue sailor suit and yellow brimmed hat, hoisting an American flag from the deck of an ocean ship. An anchor and an axe lie at his feet.']",['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2475'],['60.2475'],['228146'],['chromolithograph'],['Chromolithograph'],"['paper (overall material)', 'ink (overall material)']","['image: 28 in x 22 1/8 in; 71.12 cm x 56.1975 cm', 'overall: 28 in x 22 1/8 in; 71.12 cm x 56.1975 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Family & Social Life', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324785'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-3658-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-19616.jpg,,,"['Peters, Harry T.. America on Stone']","['Children', 'Chronology: 1870-1879', 'Patriotism and Patriotic Symbols', 'Flags']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,,,,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'New York', 'New York City']",['America'],,,,['American'],,,,['America on Stone'],"['Peters', 'Harry T']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeve,"[192, 357, 294, 549]",19584,0.9574705362319946,archive/cropped_images/image_212_sleeve_5.jpg,212,The Pride of the Ocean,National Museum of American History,"['Colored print of a little boy in a blue sailor suit and yellow brimmed hat, hoisting an American flag from the deck of an ocean ship. An anchor and an axe lie at his feet.']",['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2475'],['60.2475'],['228146'],['chromolithograph'],['Chromolithograph'],"['paper (overall material)', 'ink (overall material)']","['image: 28 in x 22 1/8 in; 71.12 cm x 56.1975 cm', 'overall: 28 in x 22 1/8 in; 71.12 cm x 56.1975 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Family & Social Life', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324785'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-3658-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-19616.jpg,,,"['Peters, Harry T.. America on Stone']","['Children', 'Chronology: 1870-1879', 'Patriotism and Patriotic Symbols', 'Flags']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,,,,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'New York', 'New York City']",['America'],,,,['American'],,,,['America on Stone'],"['Peters', 'Harry T']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shoe,"[335, 415, 380, 446]",1395,0.9035688638687134,archive/cropped_images/image_220_shoe_0.jpg,220,Mary Jane,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2278'],['60.2278'],['228146'],['lithograph'],['Lithograph'],"['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']","['image: 8 in x 12 in; 20.32 cm x 30.48 cm', 'overall: 10 in x 14 in; 25.4 cm x 35.56 cm']","['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324616'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-27e7-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24775-000001.jpg,,,"['Peters, Harry T.. America on Stone']",,"['Horses', 'Horseback Riding']",,,,,,,,,,,,,,,,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This hand colored print is an outdoor scene of a dark haired woman riding sidesaddle on a dapple gray horse. The woman is wearing a high silk hat, weskit, fitted jacket and long flowing skirt.', 'This print was produced by the lithographic firm E.B. & E.C. Kellogg. Edmund Burke Kellogg and Elijah Chapman Kellogg were brothers of the founder of the Kellogg lithography firm, Daniel Wright Kellogg. After D.W. Kellogg moved west, his two brothers took over the family lithography firm in 1840 and changed the name to E.B. & E.C. Kellogg. The youngest of the four Kellogg brothers, these two were responsible for the continued success of the family firm. These two brothers were also involved in the eventual partnerships between the company and Horace Thayer in 1845 or 1846, John Chenevard Comstock in 1848 and William Henry Bulkeley in 1867.']",,,,,,,,,,,,,,,,,,,,,,,,,,"['Needham, D.']",['105'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,"['Edmund Burke Ke', 'Elijah Chapman Ke', 'Daniel Wright Ke', 'D', 'Ke', 'Horace Thayer', 'John Chenevard Comstock', 'William Henry Bulkeley']","['Victorian', 'Century Americans']",,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'Connecticut', 'Hartford']",['America'],,"['E. B. & E. C. Kellogg', 'Kellogg', 'E. B. & E. C. Kellogg']",,,,,,['America on Stone'],"['Peters', 'Harry T']",['Needham'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeve,"[166, 294, 260, 481]",17578,0.9720247983932495,archive/cropped_images/image_228_sleeve_0.jpg,228,Oh Would I Were a Boy Again,National Museum of American History,['Black and white comic print of school master about to spank a young boy. He is holding the boy by his hair. There is a bar of music below the title and the staff has a face and hand. This is one of over 100 in a series of comic parodies of popular songs.'],['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2870'],['60.2870'],['228146'],['lithograph'],['Lithograph'],"['ink (overall material)', 'paper (overall material)']",['image: 9 in x 7 in; 22.86 cm x 17.78 cm'],"['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_325159'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a3-c6ea-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-20125-000001.jpg,,,"['Peters, Harry T.. America on Stone']","['Comic prints', 'Children', 'Chronology: 1870-1879', 'Music']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,,,,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'New York', 'New York City']",['America'],,,,,,,,['America on Stone'],"['Peters', 'Harry T']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shoe,"[373, 698, 410, 770]",2664,0.9877521991729736,archive/cropped_images/image_231_shoe_0.jpg,231,Indian Mother,National Museum of American History,"['Colored print; full length portrait of a young Indian woman with basket of flowers on her head, accompanied by a young Indian boy holding a bow and arrow. Teepees and canoe in background.']",['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2328'],['60.2328'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']","['image: 10 in x 7 1/4 in; 25.4 cm x 18.415 cm', 'overall: 13 1/2 in x 18 in; 34.29 cm x 45.72 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Peters Prints', 'Art', 'Domestic Furnishings']",['nmah_324664'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-2d06-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-25069.jpg,,,"['Peters, Harry T.. America on Stone']","['Costume', 'Adornment']","['Children', 'Indians', 'Native Americans']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Peters Print'],,,,,,,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'New York', 'New York City']",['America'],,,,"['Indian', 'Indian']",,,,['America on Stone'],"['Peters', 'Harry T']",,,,"['Indians', 'Native Americans']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeve,"[514, 471, 638, 717]",30504,0.9479162693023682,archive/cropped_images/image_234_sleeve_0.jpg,234,William. B. Reed,National Museum of American History,"[""Black and white print; bust portrait of a man (William Bradford Reed). Facsimile of sitter's signature is below the image.""]",['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.3128'],['60.3128'],['228146'],['lithograph'],['Lithograph'],,['image: 12 in x 10 in; 30.48 cm x 25.4 cm'],"['United States: Pennsylvania, Philadelphia']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_325388'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a4-4639-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24841.jpg,,,,,"['Reed, William Bradford']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,,,,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'Pennsylvania', 'Philadelphia']",,,,,,['William Bradford Reed'],,,['America on Stone'],,,,,,"['Reed', 'William Bradford']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeve,"[127, 463, 246, 657]",23086,0.9577330946922302,archive/cropped_images/image_234_sleeve_1.jpg,234,William. B. Reed,National Museum of American History,"[""Black and white print; bust portrait of a man (William Bradford Reed). Facsimile of sitter's signature is below the image.""]",['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.3128'],['60.3128'],['228146'],['lithograph'],['Lithograph'],,['image: 12 in x 10 in; 30.48 cm x 25.4 cm'],"['United States: Pennsylvania, Philadelphia']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_325388'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a4-4639-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24841.jpg,,,,,"['Reed, William Bradford']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,,,,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'Pennsylvania', 'Philadelphia']",,,,,,['William Bradford Reed'],,,['America on Stone'],,,,,,"['Reed', 'William Bradford']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
shoe,"[283, 821, 343, 883]",3720,0.9818118214607239,archive/cropped_images/image_236_shoe_0.jpg,236,Colonel Crockett,National Museum of American History,['Colored print; full length portrait of Davy Crockett holding a rifle and waving his cap. He is standing outside and is surrounded by three dogs. An ominous sky lurks in the background.'],['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2433'],['60.2433'],['228146'],['engraving'],['Engraving'],"['paper (overall material)', 'ink (overall material)']",['image: 18 in x 13 1/2 in; 45.72 cm x 34.29 cm'],"['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_336761'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-38c2-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-19805.jpg,,,,"['Pets', 'Chronology: 1830-1839', 'Hunting']","['Crockett, Davy']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Chapman, I.G.']",,,,,,,,"['Stuart, C.']",,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,,,,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'New York', 'New York City']",,,,,,['Davy Crockett'],,,['America on Stone'],,,['Chapman'],,,['Davy'],"['Stuart', 'C']",,,,,,,,,,,,,,,,,,,,,,,,,,,
hat,"[257, 133, 563, 260]",38862,0.9173510074615479,archive/cropped_images/image_240_hat_0.jpg,240,War,National Museum of American History,['Colored print of a little girl holding an ornate curved sword and sheath. She wears a cape and a plumed hat.'],['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2462'],['60.2462'],['228146'],['chromolithograph'],['Chromolithograph'],"['paper (overall material)', 'ink (overall material)']","['image: 28 in x 22 in; 71.12 cm x 55.88 cm', 'overall: 28 in x 22 in; 71.12 cm x 55.88 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Family & Social Life', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324797'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-9c30-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-19615.jpg,,,"['Peters, Harry T.. America on Stone']","['Costume', 'Children', 'Games']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Peters Print'],,,,,,,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'New York', 'New York City']",['America'],,,,,,,,['America on Stone'],"['Peters', 'Harry T']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dress,"[128, 381, 616, 965]",284992,0.995543897151947,archive/cropped_images/image_240_dress_1.jpg,240,War,National Museum of American History,['Colored print of a little girl holding an ornate curved sword and sheath. She wears a cape and a plumed hat.'],['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2462'],['60.2462'],['228146'],['chromolithograph'],['Chromolithograph'],"['paper (overall material)', 'ink (overall material)']","['image: 28 in x 22 in; 71.12 cm x 55.88 cm', 'overall: 28 in x 22 in; 71.12 cm x 55.88 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Family & Social Life', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324797'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-9c30-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-19615.jpg,,,"['Peters, Harry T.. America on Stone']","['Costume', 'Children', 'Games']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Peters Print'],,,,,,,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'New York', 'New York City']",['America'],,,,,,,,['America on Stone'],"['Peters', 'Harry T']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neckline,"[233, 366, 385, 414]",7296,0.9299859404563904,archive/cropped_images/image_241_neckline_0.jpg,241,The Depart of Crusoe and Robinson,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2323'],['60.2323'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']","['image: 12 in x 9 in; 30.48 cm x 22.86 cm', 'overall: 14 in x 10 in; 35.56 cm x 25.4 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324659'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-2d05-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24787-000001.jpg,,,"['Peters, Harry T.. America on Stone']","['Courtship, love', 'Costume', 'Adornment', 'Flowers']",,,,,,,,,,,,,,,,,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', ""This three-quarter length colored portrait print is of a man and woman standing together. Both of them are wearing elaborate clothing of an earlier period. The woman holds a small bouquet of flowers to her chest while the man is handing her a small portrait. Behind her is a castle atop a hill and a sailing ship over the man's right shoulder."", 'J. Belony was a lithographer and publisher, who was based in New York City.']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Peters Print'],,,,"['J', '. Belony']","['Victorian', 'Century Americans']",,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'New York', 'New York City']",['America'],,,['New York City'],,,,,['America on Stone'],"['Peters', 'Harry T']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeve,"[227, 255, 379, 481]",34352,0.9541236162185669,archive/cropped_images/image_250_sleeve_0.jpg,250,Untitled (Portrait of a Man),National Museum of American History,"['Black & white print, 3/4 length portrait of a man (possibly an actor) standing with his right elbow on a draped support.']",['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.3063'],['60.3063'],['228146'],['lithograph'],['Lithograph'],,['image: 19 1/2 in x 15 1/4 in; 49.53 cm x 38.735 cm'],['World'],"['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_325372'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-2b74-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24468.jpg,,,,['Adornment'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,,,,,,,,,,,['Harry T. Peters'],,,,,,,,,,,,,,,,,['America on Stone'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeve,"[109, 370, 238, 650]",36120,0.9264811873435974,archive/cropped_images/image_252_sleeve_0.jpg,252,The Sailor's Farewell,National Museum of American History,"[""Colored print of sailor with his arm around a young crying woman holding a handkerchief to her face. He wears a seaman's uniform of the period; she is in a simple white laced trimmed dress. They both wear rings. The print is from a daguerreotype by Ives.""]",['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2394'],['60.2394'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 23 1/4 in x 19 1/2 in; 59.055 cm x 49.53 cm'],"['United States: Massachusetts, Boston']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324726'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-2dc8-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-31947.jpg,,['S. W. Chandler & Bro.'],"['Garvan, Anthony N. B. and Peter C. Welsh. Victorian American', 'Peters, Harry T.. America on Stone']","['Chronology: 1850-1859', 'Adornment', 'Uniforms, Military']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Grozelier, Leopold']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,,,,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'Massachusetts', 'Boston']",['America'],,,,,['Ives'],,,['America on Stone'],"['Garvan', 'Anthony N', 'B', 'Peter C. Welsh', 'Peters', 'Harry T']",,"['Grozelier', 'Leopold']",,,,,['S. W. Chandler & Bro.'],['Victorian American'],,,,,,,,,,,,,,,,,,,,,,,,,
dress,"[132, 242, 697, 967]",409625,0.9660114645957947,archive/cropped_images/image_255_dress_0.jpg,255,The Lovers' Quarrel,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2251'],['60.2251'],['228146'],['lithograph'],['Lithograph'],"['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']","['image: 11 1/2 in x 8 1/2 in; 29.21 cm x 21.59 cm', 'overall: 14 1/8 in x 10 1/16 in; 35.8775 cm x 25.55875 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324591'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-2e06-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24901-000001.jpg,,,"['Peters, Harry T.. America on Stone', 'Garvan, Anthony N. B. and Peter C. Welsh. Victorian American', 'Welsh, Peter C. and Caroline. The Genteel Female']","['Courtship, love', 'Furnishings', 'Adornment']",,,,,,,,,,,,,,,,,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', ""This colored print is a three-quarter length portrait of a man standing behind a seated woman. Each are holding the other's portrait miniatures. The man is in full dress, black tie and tails, while the woman is in a simple white dress with blue sash and gold jewelry. A patterned drapery and window blind with tasseled pull are in the background."", 'This print was produced by James S Baillie, was active in New York from 1838 to 1855. James Baillie started as a framer in 1838, and then became an artist and lithographer in 1843 or 1844. He discovered how to color lithographs while working as an independent contractor for Currier & Ives in the mid 1840’s. A prolific lithographer and colorist for Currier & Ives; his prints were extremely popular with a wide distribution. J. Baillie spent his later years concentrating on painting instead of lithography.']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,"['James S Baillie', 'James Baillie', 'J', 'Baillie']","['Victorian', 'Century Americans']",,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'New York', 'New York City']",['America'],,"['Currier & Ives', 'Currier & Ives']",['New York'],,,,,['America on Stone'],"['Peters', 'Harry T', 'Garvan', 'Anthony N', 'B', 'Peter C. Welsh', 'Peter C', 'Caroline']",,,,,,,,"['Victorian American', 'Welsh', 'Female']",,,,,,,,,,,,,,,,,,,,,,,,,
