Name,Supercategory,Bounding Box,Area,cropped_image_path,Image_Index,Title,Museum,Description (Brief),Location,Credit Line,ID Number,catalog number,accession number,Object Name,Object Type,Physical Description,Measurements,place made,See more items in,Record ID,Metadata Usage (text),GUID (Link to Original Record),Image_URL,publisher,printer,Related Publication,Subject,depicted,Associated Place,Artist,Sitter,Exhibition Label,Provenance,Object number,Restrictions & Rights,Type,Medium,Dimensions,Topic,Place,Possibly,Created by,Worn by,Description,Place used,Classification,Manufactured by,Subject of,Exhibition,On View,associated,depicted (sitter),decorative motif,associated date,Exhibition Location,used,associated location,manufacturer,Place Made,location of statue in painting
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_12_sleeve_0.jpg,12,Pair of boots from an S1W uniform,National Museum of African American History and Culture,,,"['Collection of the Smithsonian National Museum of African American History and Culture, Gift of Public Enemy']",,,,,,,,,['National Museum of African American History and Culture Collection'],['nmaahc_2011.33.8.8ab'],['CC0'],['http://n2t.net/ark:/65665/fd55485638f-030e-43b6-bd45-b403fd05186e'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAAHC-2011_33_8_001.jpg,,,,,,,,,,,['2011.33.8.8ab'],"['No Known Copyright Restrictions', 'Proper usage is the responsibility of the user.']",['boots'],"['leather, nylon, rubber, and metal']",['H x W: 9 1/2 x 4 x 11 1/4 in. (24.1 x 10.2 x 28.6 cm)'],"['African American', 'Clothing and dress', 'Costume', 'Hip-hop (Music)']",,,,,"['A pair of black boots from an S1W uniform. The toe box, lacing panel, and heel cap of the boots are made from black leather. The side vamps and the tongue are made from black ripstop nylon fabric. Black faux suede trims the foot opening. A tag with metallic silver embroidery reading ""HI-TEC"" is sewn at the top facing side of each tongue. The lacings are made from metal grommets painted black. The outer soles are made from black rubber with non-skid grooves in the soles and the word ""HI-TEC"" in raised red text at the center of the sole. The same word is also stamped in the black rubber at the exterior side of the toe box and the exterior side of the heel cap near the sole. The shoes are lined with black synthetic moisture wicking fabric. A black tag with silver metallic embroidery is sewn at the top interior of the tongues reading ""MAGNUM"" with company information below it. Sewn along the bottom of the manufacturer\'s tag is an additional white tag with materials and sizing information printed on it in black. The shoes do not have laces with them.']",,['Clothing - Costume'],"['Magnum, founded 1982']","['Public Enemy, American, founded 1982']",['Musical Crossroads'],"['NMAAHC (1400 Constitution Ave NW), National Mall Location, Culture/Fourth Floor, 4 053']",,,,,,,,,,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_12_sleeve_1.jpg,12,Pair of boots from an S1W uniform,National Museum of African American History and Culture,,,"['Collection of the Smithsonian National Museum of African American History and Culture, Gift of Public Enemy']",,,,,,,,,['National Museum of African American History and Culture Collection'],['nmaahc_2011.33.8.8ab'],['CC0'],['http://n2t.net/ark:/65665/fd55485638f-030e-43b6-bd45-b403fd05186e'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAAHC-2011_33_8_001.jpg,,,,,,,,,,,['2011.33.8.8ab'],"['No Known Copyright Restrictions', 'Proper usage is the responsibility of the user.']",['boots'],"['leather, nylon, rubber, and metal']",['H x W: 9 1/2 x 4 x 11 1/4 in. (24.1 x 10.2 x 28.6 cm)'],"['African American', 'Clothing and dress', 'Costume', 'Hip-hop (Music)']",,,,,"['A pair of black boots from an S1W uniform. The toe box, lacing panel, and heel cap of the boots are made from black leather. The side vamps and the tongue are made from black ripstop nylon fabric. Black faux suede trims the foot opening. A tag with metallic silver embroidery reading ""HI-TEC"" is sewn at the top facing side of each tongue. The lacings are made from metal grommets painted black. The outer soles are made from black rubber with non-skid grooves in the soles and the word ""HI-TEC"" in raised red text at the center of the sole. The same word is also stamped in the black rubber at the exterior side of the toe box and the exterior side of the heel cap near the sole. The shoes are lined with black synthetic moisture wicking fabric. A black tag with silver metallic embroidery is sewn at the top interior of the tongues reading ""MAGNUM"" with company information below it. Sewn along the bottom of the manufacturer\'s tag is an additional white tag with materials and sizing information printed on it in black. The shoes do not have laces with them.']",,['Clothing - Costume'],"['Magnum, founded 1982']","['Public Enemy, American, founded 1982']",['Musical Crossroads'],"['NMAAHC (1400 Constitution Ave NW), National Mall Location, Culture/Fourth Floor, 4 053']",,,,,,,,,,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_12_dress_2.jpg,12,Pair of boots from an S1W uniform,National Museum of African American History and Culture,,,"['Collection of the Smithsonian National Museum of African American History and Culture, Gift of Public Enemy']",,,,,,,,,['National Museum of African American History and Culture Collection'],['nmaahc_2011.33.8.8ab'],['CC0'],['http://n2t.net/ark:/65665/fd55485638f-030e-43b6-bd45-b403fd05186e'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAAHC-2011_33_8_001.jpg,,,,,,,,,,,['2011.33.8.8ab'],"['No Known Copyright Restrictions', 'Proper usage is the responsibility of the user.']",['boots'],"['leather, nylon, rubber, and metal']",['H x W: 9 1/2 x 4 x 11 1/4 in. (24.1 x 10.2 x 28.6 cm)'],"['African American', 'Clothing and dress', 'Costume', 'Hip-hop (Music)']",,,,,"['A pair of black boots from an S1W uniform. The toe box, lacing panel, and heel cap of the boots are made from black leather. The side vamps and the tongue are made from black ripstop nylon fabric. Black faux suede trims the foot opening. A tag with metallic silver embroidery reading ""HI-TEC"" is sewn at the top facing side of each tongue. The lacings are made from metal grommets painted black. The outer soles are made from black rubber with non-skid grooves in the soles and the word ""HI-TEC"" in raised red text at the center of the sole. The same word is also stamped in the black rubber at the exterior side of the toe box and the exterior side of the heel cap near the sole. The shoes are lined with black synthetic moisture wicking fabric. A black tag with silver metallic embroidery is sewn at the top interior of the tongues reading ""MAGNUM"" with company information below it. Sewn along the bottom of the manufacturer\'s tag is an additional white tag with materials and sizing information printed on it in black. The shoes do not have laces with them.']",,['Clothing - Costume'],"['Magnum, founded 1982']","['Public Enemy, American, founded 1982']",['Musical Crossroads'],"['NMAAHC (1400 Constitution Ave NW), National Mall Location, Culture/Fourth Floor, 4 053']",,,,,,,,,,
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_13_sleeve_0.jpg,13,James A. Linen,National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.5'],['CC0'],['http://n2t.net/ark:/65665/sm4d330147c-d84c-4be0-8737-2c40551c29c1'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_5_int.jpg,,,,,,,"['Frank Augustus Jewell, 28 Nov 1838 - 13 Feb 1903']","['James Alexander Linen, 23 Jun 1840 - 29 May 1918']",,,['S/NPG.2018.8.5'],['CC0'],['Photograph'],['Albumen silver print'],"['Image: 10.3 × 10.3 cm (4 1/16 × 4 1/16"")', 'Sheet: 15.4 × 10.3 cm (6 1/16 × 4 1/16"")', 'Mount: 16.5 × 10.8 cm (6 1/2 × 4 1/4"")']","['Costume\\Dress Accessory\\Neckwear\\Tie', 'Personal Attribute\\Facial Hair\\Mustache', 'Personal Attribute\\Facial Hair\\Beard', 'Photographic format\\Cabinet card', 'James Alexander Linen: Male', 'Portrait']",['United States\\Pennsylvania\\Lackawanna\\Scranton'],,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_13_sleeve_1.jpg,13,James A. Linen,National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.5'],['CC0'],['http://n2t.net/ark:/65665/sm4d330147c-d84c-4be0-8737-2c40551c29c1'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_5_int.jpg,,,,,,,"['Frank Augustus Jewell, 28 Nov 1838 - 13 Feb 1903']","['James Alexander Linen, 23 Jun 1840 - 29 May 1918']",,,['S/NPG.2018.8.5'],['CC0'],['Photograph'],['Albumen silver print'],"['Image: 10.3 × 10.3 cm (4 1/16 × 4 1/16"")', 'Sheet: 15.4 × 10.3 cm (6 1/16 × 4 1/16"")', 'Mount: 16.5 × 10.8 cm (6 1/2 × 4 1/4"")']","['Costume\\Dress Accessory\\Neckwear\\Tie', 'Personal Attribute\\Facial Hair\\Mustache', 'Personal Attribute\\Facial Hair\\Beard', 'Photographic format\\Cabinet card', 'James Alexander Linen: Male', 'Portrait']",['United States\\Pennsylvania\\Lackawanna\\Scranton'],,,,,,,,,,,,,,,,,,,,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_13_dress_2.jpg,13,James A. Linen,National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.5'],['CC0'],['http://n2t.net/ark:/65665/sm4d330147c-d84c-4be0-8737-2c40551c29c1'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_5_int.jpg,,,,,,,"['Frank Augustus Jewell, 28 Nov 1838 - 13 Feb 1903']","['James Alexander Linen, 23 Jun 1840 - 29 May 1918']",,,['S/NPG.2018.8.5'],['CC0'],['Photograph'],['Albumen silver print'],"['Image: 10.3 × 10.3 cm (4 1/16 × 4 1/16"")', 'Sheet: 15.4 × 10.3 cm (6 1/16 × 4 1/16"")', 'Mount: 16.5 × 10.8 cm (6 1/2 × 4 1/4"")']","['Costume\\Dress Accessory\\Neckwear\\Tie', 'Personal Attribute\\Facial Hair\\Mustache', 'Personal Attribute\\Facial Hair\\Beard', 'Photographic format\\Cabinet card', 'James Alexander Linen: Male', 'Portrait']",['United States\\Pennsylvania\\Lackawanna\\Scranton'],,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_14_sleeve_0.jpg,14,Mr. & Mrs. William George Linen (Hortense De B. Schuyler),National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.11'],['CC0'],['http://n2t.net/ark:/65665/sm4d2946935-8cd7-4632-9de8-7e3dceedd748'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_11_int.jpg,,,,,,,"['Oscar Pierre Havens, 1837 - 18 Oct 1912']","['William George Linen, 29 Mar 1844 - 7 Jan 1894', 'Hortense DeBeauharnais Schuyler Linen, 28 Dec 1863 - 28 Aug 1962']",,,['S/NPG.2018.8.11'],['CC0'],['Photograph'],['Albumen silver print'],"['Image/Sheet: 14.1 × 10 cm (5 9/16 × 3 15/16"")', 'Mount: 16.5 × 10.8 cm (6 1/2 × 4 1/4"")']","['Costume\\Jewelry', 'Interior', 'Costume\\Headgear\\Hat', 'Costume\\Dress Accessory\\Glove\\Gloves', 'Nature & Environment\\Plant\\Flower\\Bouquet', 'Costume\\Dress Accessory\\Neckwear\\Tie', 'Costume\\Dress Accessory\\Feather', 'Photographic format\\Carte-de-visite', 'Costume\\Jewelry\\Brooch\\Cameo', 'William George Linen: Male', 'Hortense DeBeauharnais Schuyler Linen: Female', 'Portrait']",['United States\\Florida\\Duval\\Jacksonville'],,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_14_sleeve_1.jpg,14,Mr. & Mrs. William George Linen (Hortense De B. Schuyler),National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.11'],['CC0'],['http://n2t.net/ark:/65665/sm4d2946935-8cd7-4632-9de8-7e3dceedd748'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_11_int.jpg,,,,,,,"['Oscar Pierre Havens, 1837 - 18 Oct 1912']","['William George Linen, 29 Mar 1844 - 7 Jan 1894', 'Hortense DeBeauharnais Schuyler Linen, 28 Dec 1863 - 28 Aug 1962']",,,['S/NPG.2018.8.11'],['CC0'],['Photograph'],['Albumen silver print'],"['Image/Sheet: 14.1 × 10 cm (5 9/16 × 3 15/16"")', 'Mount: 16.5 × 10.8 cm (6 1/2 × 4 1/4"")']","['Costume\\Jewelry', 'Interior', 'Costume\\Headgear\\Hat', 'Costume\\Dress Accessory\\Glove\\Gloves', 'Nature & Environment\\Plant\\Flower\\Bouquet', 'Costume\\Dress Accessory\\Neckwear\\Tie', 'Costume\\Dress Accessory\\Feather', 'Photographic format\\Carte-de-visite', 'Costume\\Jewelry\\Brooch\\Cameo', 'William George Linen: Male', 'Hortense DeBeauharnais Schuyler Linen: Female', 'Portrait']",['United States\\Florida\\Duval\\Jacksonville'],,,,,,,,,,,,,,,,,,,,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_14_dress_2.jpg,14,Mr. & Mrs. William George Linen (Hortense De B. Schuyler),National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.11'],['CC0'],['http://n2t.net/ark:/65665/sm4d2946935-8cd7-4632-9de8-7e3dceedd748'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_11_int.jpg,,,,,,,"['Oscar Pierre Havens, 1837 - 18 Oct 1912']","['William George Linen, 29 Mar 1844 - 7 Jan 1894', 'Hortense DeBeauharnais Schuyler Linen, 28 Dec 1863 - 28 Aug 1962']",,,['S/NPG.2018.8.11'],['CC0'],['Photograph'],['Albumen silver print'],"['Image/Sheet: 14.1 × 10 cm (5 9/16 × 3 15/16"")', 'Mount: 16.5 × 10.8 cm (6 1/2 × 4 1/4"")']","['Costume\\Jewelry', 'Interior', 'Costume\\Headgear\\Hat', 'Costume\\Dress Accessory\\Glove\\Gloves', 'Nature & Environment\\Plant\\Flower\\Bouquet', 'Costume\\Dress Accessory\\Neckwear\\Tie', 'Costume\\Dress Accessory\\Feather', 'Photographic format\\Carte-de-visite', 'Costume\\Jewelry\\Brooch\\Cameo', 'William George Linen: Male', 'Hortense DeBeauharnais Schuyler Linen: Female', 'Portrait']",['United States\\Florida\\Duval\\Jacksonville'],,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_15_sleeve_0.jpg,15,William G. Linen,National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.7'],['CC0'],['http://n2t.net/ark:/65665/sm4d3d801af-1024-4ca8-a87c-097831db4d0b'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_7_int.jpg,,,,,,,"['Oscar Pierre Havens, 1837 - 18 Oct 1912']","['William George Linen, 29 Mar 1844 - 7 Jan 1894']",,,['S/NPG.2018.8.7'],['CC0'],['Photograph'],['Albumen silver print'],"['Image: 9.3 × 7.6 cm (3 11/16 × 3"")', 'Sheet: 14.2 × 9.8 cm (5 9/16 × 3 7/8"")', 'Mount: 16.5 × 10.7 cm (6 1/2 × 4 3/16"")']","['Costume\\Dress Accessory\\Neckwear\\Tie', 'Personal Attribute\\Facial Hair\\Mustache', 'Personal Attribute\\Facial Hair\\Beard', 'Photographic format\\Cabinet card', 'William George Linen: Male', 'Portrait']",['United States\\Florida\\Duval\\Jacksonville'],,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_15_sleeve_1.jpg,15,William G. Linen,National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.7'],['CC0'],['http://n2t.net/ark:/65665/sm4d3d801af-1024-4ca8-a87c-097831db4d0b'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_7_int.jpg,,,,,,,"['Oscar Pierre Havens, 1837 - 18 Oct 1912']","['William George Linen, 29 Mar 1844 - 7 Jan 1894']",,,['S/NPG.2018.8.7'],['CC0'],['Photograph'],['Albumen silver print'],"['Image: 9.3 × 7.6 cm (3 11/16 × 3"")', 'Sheet: 14.2 × 9.8 cm (5 9/16 × 3 7/8"")', 'Mount: 16.5 × 10.7 cm (6 1/2 × 4 3/16"")']","['Costume\\Dress Accessory\\Neckwear\\Tie', 'Personal Attribute\\Facial Hair\\Mustache', 'Personal Attribute\\Facial Hair\\Beard', 'Photographic format\\Cabinet card', 'William George Linen: Male', 'Portrait']",['United States\\Florida\\Duval\\Jacksonville'],,,,,,,,,,,,,,,,,,,,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_15_dress_2.jpg,15,William G. Linen,National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.7'],['CC0'],['http://n2t.net/ark:/65665/sm4d3d801af-1024-4ca8-a87c-097831db4d0b'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_7_int.jpg,,,,,,,"['Oscar Pierre Havens, 1837 - 18 Oct 1912']","['William George Linen, 29 Mar 1844 - 7 Jan 1894']",,,['S/NPG.2018.8.7'],['CC0'],['Photograph'],['Albumen silver print'],"['Image: 9.3 × 7.6 cm (3 11/16 × 3"")', 'Sheet: 14.2 × 9.8 cm (5 9/16 × 3 7/8"")', 'Mount: 16.5 × 10.7 cm (6 1/2 × 4 3/16"")']","['Costume\\Dress Accessory\\Neckwear\\Tie', 'Personal Attribute\\Facial Hair\\Mustache', 'Personal Attribute\\Facial Hair\\Beard', 'Photographic format\\Cabinet card', 'William George Linen: Male', 'Portrait']",['United States\\Florida\\Duval\\Jacksonville'],,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_16_sleeve_0.jpg,16,"Helmet Frontpiece, “Veteran Philadelphia”",National Museum of American History,"[""The frontpiece (also known as shield or badge) of firefighting helmets has been a distinctive part of the American firefighter’s helmet since it was developed by Henry Gratacap in the early 19th century. These frontpieces displayed a variety of information. The fire company's name and number appeared, often alongside the city or town where it was based. The frontpiece could also include the owner's initials and rank. Most fire helmets had leather frontpieces, but frontpieces could also be made of metal, especially on presentation helmets or those worn in parades."", 'This white leather frontpiece dates to the late 19th century. Two brown banners are at the top and bottom of the piece. The banner has white leather lettering that reads “VETERAN/PHILADELPHIA.” A transfer painted image of a Philadelphia-style end stroke hand pumped fire engine is at the center of the frontpiece. This piece was likely used by a member of the Veteran Firemen’s Association of Philadelphia, an association created in 1887 to maintain the camaraderie of the volunteer fire department after members had retired, or after the introduction of paid companies put an end to the volunteer system.']",['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.1493'],['2005.0233.1493'],['2005.0233'],"['frontpiece, helmet']",,['leather (overall material)'],['overall: 8 in x 6 1/2 in; 20.32 cm x 16.51 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Firefighting Collection', 'Work', 'Helmet Frontpieces']",['nmah_1395368'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ad-4526-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2012q00672.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_16_sleeve_1.jpg,16,"Helmet Frontpiece, “Veteran Philadelphia”",National Museum of American History,"[""The frontpiece (also known as shield or badge) of firefighting helmets has been a distinctive part of the American firefighter’s helmet since it was developed by Henry Gratacap in the early 19th century. These frontpieces displayed a variety of information. The fire company's name and number appeared, often alongside the city or town where it was based. The frontpiece could also include the owner's initials and rank. Most fire helmets had leather frontpieces, but frontpieces could also be made of metal, especially on presentation helmets or those worn in parades."", 'This white leather frontpiece dates to the late 19th century. Two brown banners are at the top and bottom of the piece. The banner has white leather lettering that reads “VETERAN/PHILADELPHIA.” A transfer painted image of a Philadelphia-style end stroke hand pumped fire engine is at the center of the frontpiece. This piece was likely used by a member of the Veteran Firemen’s Association of Philadelphia, an association created in 1887 to maintain the camaraderie of the volunteer fire department after members had retired, or after the introduction of paid companies put an end to the volunteer system.']",['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.1493'],['2005.0233.1493'],['2005.0233'],"['frontpiece, helmet']",,['leather (overall material)'],['overall: 8 in x 6 1/2 in; 20.32 cm x 16.51 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Firefighting Collection', 'Work', 'Helmet Frontpieces']",['nmah_1395368'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ad-4526-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2012q00672.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_16_dress_2.jpg,16,"Helmet Frontpiece, “Veteran Philadelphia”",National Museum of American History,"[""The frontpiece (also known as shield or badge) of firefighting helmets has been a distinctive part of the American firefighter’s helmet since it was developed by Henry Gratacap in the early 19th century. These frontpieces displayed a variety of information. The fire company's name and number appeared, often alongside the city or town where it was based. The frontpiece could also include the owner's initials and rank. Most fire helmets had leather frontpieces, but frontpieces could also be made of metal, especially on presentation helmets or those worn in parades."", 'This white leather frontpiece dates to the late 19th century. Two brown banners are at the top and bottom of the piece. The banner has white leather lettering that reads “VETERAN/PHILADELPHIA.” A transfer painted image of a Philadelphia-style end stroke hand pumped fire engine is at the center of the frontpiece. This piece was likely used by a member of the Veteran Firemen’s Association of Philadelphia, an association created in 1887 to maintain the camaraderie of the volunteer fire department after members had retired, or after the introduction of paid companies put an end to the volunteer system.']",['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.1493'],['2005.0233.1493'],['2005.0233'],"['frontpiece, helmet']",,['leather (overall material)'],['overall: 8 in x 6 1/2 in; 20.32 cm x 16.51 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Firefighting Collection', 'Work', 'Helmet Frontpieces']",['nmah_1395368'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ad-4526-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2012q00672.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_17_sleeve_0.jpg,17,Ringgold Hose Company Fire Hat,National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0115'],['2005.0233.0115'],['2005.0233'],"['hat, fire']",,"['painted (overall production method/technique)', 'fabric, pressed felt (overall material)', 'paint (overall material)']",['overall: 6 1/2 in x 11 1/2 in x 10 1/2 in; 16.51 cm x 29.21 cm x 26.67 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Cultures & Communities', 'Clothing & Accessories', 'Fire Hats', 'Work', 'Firefighting Collection', 'Art']",['nmah_1318648'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-0223-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2006q05269.jpg,,,"['McCosker, M.J.. The Historical Collection of the Insurance Company of North America']","['Fire Fighting', 'Fraternal Associations']",,,,,,,,,,,,,,,,,"['Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.', 'This fire hat dates to the first half of the 19th century. The hat is painted black overall with a painted portrait of Samuel Ringgold in the center framed in gold. Red banners with gold trim flow around the portrait that read “RINGGOLD/HOSE Co.” in gold paint. The company’s initials “RHC” are painted in gold script on the back of the hat. The owner’s initials “H.M.” are inside an outline of a shield on the crown of the hat. This hat was likely used by a member of the Ringgold Hose Company No. 33 of Philadelphia, Pennsylvania, founded in 1847 and operated until 1871 when Philadelphia’s paid firefighting department was established. While many firefighting companies chose past heroes of the Revolution and Early Republic as their namesakes, others selected contemporary military and political figures. Samuel Ringgold was a hero of the Mexican-American War best known for his innovations in artillery deployment. He was mortally wounded at the Battle of Palo Alto in 1846.']",,,,,,,['Ringgold Hose Company'],"['Ringgold, Samuel']",,,,,,,,
